title,authors,url,citations,abstract
A Review of the Strategies Used in the IT sector for Employee Training and Development,"KM Chethana, SD Noronha - … of Case Studies in Business, IT and …, 2023 - supublication.com",https://www.supublication.com/index.php/ijcsbe/article/view/22,"[{'title': 'MLA', 'content': 'Chethana, K. M., and Sonia Delrose Noronha. ""A Review of the Strategies Used in the IT sector for Employee Training and Development.""International Journal of Case Studies in Business, IT and Education (IJCSBE)7.2 (2023): 141-155.'}, {'title': 'APA', 'content': 'Chethana, K. M., & Noronha, S. D. (2023). A Review of the Strategies Used in the IT sector for Employee Training and Development.International Journal of Case Studies in Business, IT and Education (IJCSBE),7(2), 141-155.'}, {'title': 'Chicago', 'content': 'Chethana, K. M., and Sonia Delrose Noronha. ""A Review of the Strategies Used in the IT sector for Employee Training and Development.""International Journal of Case Studies in Business, IT and Education (IJCSBE)7, no. 2 (2023): 141-155.'}, {'title': 'Harvard', 'content': 'Chethana, K.M. and Noronha, S.D., 2023. A Review of the Strategies Used in the IT sector for Employee Training and Development.International Journal of Case Studies in Business, IT and Education (IJCSBE),7(2), pp.141-155.'}, {'title': 'Vancouver', 'content': 'Chethana KM, Noronha SD. A Review of the Strategies Used in the IT sector for Employee Training and Development. International Journal of Case Studies in Business, IT and Education (IJCSBE). 2023 Apr 29;7(2):141-55.'}]","… The information was submitted by 278 knowledge workers (IT professionals) working for 
different Indian IT companies. The data are analysed using descriptive statistics, correlation, …"
[PDF][PDF] As soft skills mais relevantes para a transformação digital,"DF de Souza, TJB Junior… - … de Transformação Digital, 2023 - researchgate.net",https://www.researchgate.net/profile/Vanessa-Martins-Dos-Santos/publication/376203206_AS_SOFT_SKILLS_MAIS_RELEVANTES_PARA_A_TRANSFORMACAO_DIGITAL_Artigo_Cientifico_Completo/links/656e3a79eb682952273c7182/AS-SOFT-SKILLS-MAIS-RELEVANTES-PARA-A-TRANSFORMACAO-DIGITAL-Artigo-Cientifico-Completo.pdf,"[{'title': 'MLA', 'content': 'de Souza, Diego Fernandes, Tarcísio José Beceveli Junior, and Vanessa Martins dos Santos. ""As soft skills mais relevantes para a transformação digital.""Congresso de Transformação Digital. 2023.'}, {'title': 'APA', 'content': 'de Souza, D. F., Junior, T. J. B., & dos Santos, V. M. (2023, December). As soft skills mais relevantes para a transformação digital. InCongresso de Transformação Digital.'}, {'title': 'Chicago', 'content': 'de Souza, Diego Fernandes, Tarcísio José Beceveli Junior, and Vanessa Martins dos Santos. ""As soft skills mais relevantes para a transformação digital."" InCongresso de Transformação Digital. 2023.'}, {'title': 'Harvard', 'content': 'de Souza, D.F., Junior, T.J.B. and dos Santos, V.M., 2023, December. As soft skills mais relevantes para a transformação digital. InCongresso de Transformação Digital.'}, {'title': 'Vancouver', 'content': 'de Souza DF, Junior TJ, dos Santos VM. As soft skills mais relevantes para a transformação digital. InCongresso de Transformação Digital 2023 Dec 4.'}]","… Keywords: Digital transformation; Soft skills; IT professionals. … “The soft skills gap: a 
bottleneck in the talent supply in emerging economies”. International Journal of Human Resource …"
Demands of the Employers for Foreign Language Skills in Job Advertisements in Three Baltic Countries,"M Kiškytė - Socialiniai tyrimai, 2023 - ceeol.com",https://www.ceeol.com/search/article-detail?id=1130939,"[{'title': 'MLA', 'content': 'Kiškytė, Milda. ""Demands of the Employers for Foreign Language Skills in Job Advertisements in Three Baltic Countries.""Socialiniai tyrimai46.1 (2023): 24-52.'}, {'title': 'APA', 'content': 'Kiškytė, M. (2023). Demands of the Employers for Foreign Language Skills in Job Advertisements in Three Baltic Countries.Socialiniai tyrimai,46(1), 24-52.'}, {'title': 'ISO 690', 'content': 'KIŠKYTĖ, Milda. Demands of the Employers for Foreign Language Skills in Job Advertisements in Three Baltic Countries.Socialiniai tyrimai, 2023, 46. Jg., Nr. 1, S. 24-52.'}]","… The study focused on the demands for English level at workplace, English language skills 
gap, … Also, the most demand for IT professionals was obvious from the highest number of the …"
Three Approaches to Teaching Accessibility and Universal Design,"M Thompson - Guide to Digital Accessibility, 2023 - taylorfrancis.com",https://www.taylorfrancis.com/chapters/edit/10.4324/9781003438922-22/three-approaches-teaching-accessibility-universal-design-marc-thompson,"[{'title': 'MLA', 'content': 'Thompson, Marc. ""Three Approaches to Teaching Accessibility and Universal Design.""Guide to Digital Accessibility. Routledge, 2023. 220-240.'}, {'title': 'APA', 'content': 'Thompson, M. (2023). Three Approaches to Teaching Accessibility and Universal Design. InGuide to Digital Accessibility(pp. 220-240). Routledge.'}, {'title': 'Chicago', 'content': 'Thompson, Marc. ""Three Approaches to Teaching Accessibility and Universal Design."" InGuide to Digital Accessibility, pp. 220-240. Routledge, 2023.'}, {'title': 'Harvard', 'content': 'Thompson, M., 2023. Three Approaches to Teaching Accessibility and Universal Design. InGuide to Digital Accessibility(pp. 220-240). Routledge.'}, {'title': 'Vancouver', 'content': 'Thompson M. Three Approaches to Teaching Accessibility and Universal Design. InGuide to Digital Accessibility 2023 (pp. 220-240). Routledge.'}]","This chapter looks at how three different approaches to teaching accessibility at the 
University of Illinois (U of I) seek to bridge some of these gaps to expand the application of …"
Increasing Accessibility to Problem-Solving: A Skills-Focused Curriculum for High School Students,"A Phan, C Schurgers, ML Dong - 2023 IEEE Frontiers in …, 2023 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10343464/,"[{'title': 'MLA', 'content': 'Phan, Alex, Curt Schurgers, and Maysoon Lehmeidi Dong. ""Increasing Accessibility to Problem-Solving: A Skills-Focused Curriculum for High School Students.""2023 IEEE Frontiers in Education Conference (FIE). IEEE, 2023.'}, {'title': 'APA', 'content': 'Phan, A., Schurgers, C., & Dong, M. L. (2023, October). Increasing Accessibility to Problem-Solving: A Skills-Focused Curriculum for High School Students. In2023 IEEE Frontiers in Education Conference (FIE)(pp. 1-5). IEEE.'}, {'title': 'ISO 690', 'content': 'PHAN, Alex; SCHURGERS, Curt; DONG, Maysoon Lehmeidi. Increasing Accessibility to Problem-Solving: A Skills-Focused Curriculum for High School Students. In:2023 IEEE Frontiers in Education Conference (FIE). IEEE, 2023. p. 1-5.'}]","… INTRODUCTION Problem-solving is an essential skill to a myriad of technical professions 
including engineering, IT professionals, physicians, scientists, and business leaders [1-4]. For …"
The Development of Academic Course Package for Digitalized Instruction in Educational Technology Management,"CE Gener - EUROPEAN JOURNAL OF INNOVATION IN …, 2023 - inovatus.es",http://inovatus.es/index.php/ejine/article/view/1911,"[{'title': 'MLA', 'content': 'Gener, Cecilia E. ""The Development of Academic Course Package for Digitalized Instruction in Educational Technology Management.""EUROPEAN JOURNAL OF INNOVATION IN NONFORMAL EDUCATION3.7 (2023): 317-340.'}, {'title': 'APA', 'content': 'Gener, C. E. (2023). The Development of Academic Course Package for Digitalized Instruction in Educational Technology Management.EUROPEAN JOURNAL OF INNOVATION IN NONFORMAL EDUCATION,3(7), 317-340.'}, {'title': 'ISO 690', 'content': 'GENER, Cecilia E. The Development of Academic Course Package for Digitalized Instruction in Educational Technology Management.EUROPEAN JOURNAL OF INNOVATION IN NONFORMAL EDUCATION, 2023, 3.7: 317-340.'}]","… IT professionals may work in various roles, such as software development, network … To 
bridge the digital skills gap, institutions should invest in training and professional development …"
Understanding the Supports and Skills That Enable Successful Pathways for Black Learners and Workers into Non-Four-Year Degree Technology Careers: A …,"B Carter, Z Shah, B Tinsley, J LeGrand-Dunn… - Digital Promise, 2023 - ERIC",https://eric.ed.gov/?id=ED629966,"[{'title': 'MLA', 'content': 'Carter, Bria, et al. ""Understanding the Supports and Skills That Enable Successful Pathways for Black Learners and Workers into Non-Four-Year Degree Technology Careers: A Landscape Scan.""Digital Promise(2023).'}, {'title': 'APA', 'content': 'Carter, B., Shah, Z., Tinsley, B., LeGrand-Dunn, J., & Luke Luna, C. (2023). Understanding the Supports and Skills That Enable Successful Pathways for Black Learners and Workers into Non-Four-Year Degree Technology Careers: A Landscape Scan.Digital Promise.'}, {'title': 'ISO 690', 'content': 'CARTER, Bria, et al. Understanding the Supports and Skills That Enable Successful Pathways for Black Learners and Workers into Non-Four-Year Degree Technology Careers: A Landscape Scan.Digital Promise, 2023.'}]","… To effectively address the cybersecurity skills gap and increase diverse representation and 
… in closing the job satisfaction gap for Black IT professionals” who noted feeling unsatisfied in …"
[PDF][PDF] Exploring perceptions of digital literacy in a LINC curriculum,J Remedios - 2023 - ec.msvu.ca,https://ec.msvu.ca/bitstreams/e3878cc2-a734-403e-8986-445b853ff863/download,"[{'title': 'MLA', 'content': 'Remedios, Jordan.Exploring perceptions of digital literacy in a LINC curriculum. Diss. Mount Saint Vincent University, 2023.'}, {'title': 'APA', 'content': 'Remedios, J. (2023).Exploring perceptions of digital literacy in a LINC curriculum(Doctoral dissertation, Mount Saint Vincent University).'}, {'title': 'Chicago', 'content': 'Remedios, Jordan. ""Exploring perceptions of digital literacy in a LINC curriculum."" PhD diss., Mount Saint Vincent University, 2023.'}, {'title': 'Harvard', 'content': 'Remedios, J., 2023.Exploring perceptions of digital literacy in a LINC curriculum(Doctoral dissertation, Mount Saint Vincent University).'}, {'title': 'Vancouver', 'content': 'Remedios J.Exploring perceptions of digital literacy in a LINC curriculum(Doctoral dissertation, Mount Saint Vincent University).'}]","… IT professionals to speak and forming a Digital Literacy Committee, as indicated below. … , 
both instructors and students recognized a skills gap among numerous ISANS LINC learners …"
Finding Business Models in IT start-ups,S Mohammad - 2023 - theseus.fi,https://www.theseus.fi/handle/10024/812587,"[{'title': 'MLA', 'content': 'Mohammad, Saaim. ""Finding Business Models in IT start-ups."" (2023).'}, {'title': 'APA', 'content': 'Mohammad, S. (2023). Finding Business Models in IT start-ups.'}, {'title': 'Chicago', 'content': 'Mohammad, Saaim. ""Finding Business Models in IT start-ups."" (2023).'}, {'title': 'Harvard', 'content': 'Mohammad, S., 2023. Finding Business Models in IT start-ups.'}, {'title': 'Vancouver', 'content': 'Mohammad S. Finding Business Models in IT start-ups.'}]","… lack of sunlight can make it hard for IT professionals from other places to come here, and … 
the technical skills gap in Finland whilst also leading to a lack of diversity in the labor market. …"
[CITAÇÃO][C] Systems' Librarians: Unidentified but Essential in Nepalese Libraries,"SK Singh, L Nyaichyai - Access: An International Journal of Nepal Library …, 2023",/citations?user=sNFR0pAAAAAJ&hl=pt-BR&oi=sra,"[{'title': 'MLA', 'content': 'Nwagor, Peters, and Temple Daniel Offor. ""Simulation of Oil Production with Simultaneous Inclusion of a Hydrocarbon Constituent Driven Random Environmental Perturbation Value of 0.08.""'}, {'title': 'APA', 'content': 'Nwagor, P., & Offor, T. D. Simulation of Oil Production with Simultaneous Inclusion of a Hydrocarbon Constituent Driven Random Environmental Perturbation Value of 0.08.'}, {'title': 'Chicago', 'content': 'Nwagor, Peters, and Temple Daniel Offor. ""Simulation of Oil Production with Simultaneous Inclusion of a Hydrocarbon Constituent Driven Random Environmental Perturbation Value of 0.08.""'}, {'title': 'Harvard', 'content': 'Nwagor, P. and Offor, T.D., Simulation of Oil Production with Simultaneous Inclusion of a Hydrocarbon Constituent Driven Random Environmental Perturbation Value of 0.08.'}, {'title': 'Vancouver', 'content': 'Nwagor P, Offor TD. Simulation of Oil Production with Simultaneous Inclusion of a Hydrocarbon Constituent Driven Random Environmental Perturbation Value of 0.08.'}]",
Comparison of Methodologies Used in Cybersecurity Reports,"O Čupka, E Federlova, P Vesely - Developments in Information and …, 2023 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-25695-0_15,"[{'title': 'APA', 'content': 'Čupka, O., Federlova, E., & Vesely, P. (2023). Comparison of Methodologies Used in Cybersecurity Reports. InDevelopments in Information and Knowledge Management Systems for Business Applications: Volume 7(pp. 313-348). Cham: Springer Nature Switzerland.'}, {'title': 'ISO 690', 'content': 'ČUPKA, Ondrej; FEDERLOVA, Ester; VESELY, Peter. Comparison of Methodologies Used in Cybersecurity Reports. EnDevelopments in Information and Knowledge Management Systems for Business Applications: Volume 7. Cham: Springer Nature Switzerland, 2023. p. 313-348.'}, {'title': 'MLA', 'content': 'Čupka, Ondrej, Ester Federlova, and Peter Vesely. ""Comparison of Methodologies Used in Cybersecurity Reports.""Developments in Information and Knowledge Management Systems for Business Applications: Volume 7. Cham: Springer Nature Switzerland, 2023. 313-348.'}]","… data via a survey among IT professionals to find out their views on key … about the shifting 
views of IT professionals. The report then statistically … There is a skills gap in the IT security field. …"
Beyond Innovation: Assessing the Risk Terrain of Industry 5.0 Technologies,"P Gupta, AK Jain, R Gupta - 2023 - researchsquare.com",https://www.researchsquare.com/article/rs-3704477/latest,"[{'title': 'MLA', 'content': 'Gupta, Parul, Arvind Kumar Jain, and Rajesh Gupta. ""Beyond Innovation: Assessing the Risk Terrain of Industry 5.0 Technologies."" (2023).'}, {'title': 'NBR 6023', 'content': 'GUPTA, Parul; JAIN, Arvind Kumar; GUPTA, Rajesh. Beyond Innovation: Assessing the Risk Terrain of Industry 5.0 Technologies. 2023.'}, {'title': 'APA', 'content': 'Gupta, P., Jain, A. K., & Gupta, R. (2023). Beyond Innovation: Assessing the Risk Terrain of Industry 5.0 Technologies.'}]","… Skills Gap: Not many people know how to work with AI and machine learning. Hiring these 
experts can be hard and cost a lot of money. Some businesses may choose to hire outside …"
[PDF][PDF] Project Management at Singularity Limited,S Sultana - 2023 - 103.82.172.44,http://103.82.172.44:8080/xmlui/bitstream/handle/123456789/1914/Internship2023_BTM_180061140%20-%20SABRIN%20SULTANA%20180061140.pdf?sequence=1&isAllowed=y,"[{'title': 'APA', 'content': 'Sultana, S. (2023).Project Management at Singularity Limited. Department of Business and Technology Management (BTM), Islamic University of Technology (IUT), Board Bazar, Gazipur-1704, Bangladesh.'}, {'title': 'ISO 690', 'content': 'SULTANA, Sabrin.Project Management at Singularity Limited. Department of Business and Technology Management (BTM), Islamic University of Technology (IUT), Board Bazar, Gazipur-1704, Bangladesh, 2023.'}, {'title': 'MLA', 'content': 'Sultana, Sabrin.Project Management at Singularity Limited. Department of Business and Technology Management (BTM), Islamic University of Technology (IUT), Board Bazar, Gazipur-1704, Bangladesh, 2023.'}]","… growing pool of skilled IT professionals, a supportive government, … of a large pool of skilled 
IT professionals in the country. … This skills gap can limit the growth of the industry in the long …"
EREMI: An Innovative Interdisciplinary Approach for Higher Education in Resource Efficient Manufacturing Environments,"A Sikora, T Titova-Kosturkova, G Janevska, M Kostov… - Sustainability, 2023 - mdpi.com",https://www.mdpi.com/2071-1050/15/13/10244,"[{'title': 'MLA', 'content': 'Sikora, Axel, et al. ""EREMI: An Innovative Interdisciplinary Approach for Higher Education in Resource Efficient Manufacturing Environments.""Sustainability15.13 (2023): 10244.'}, {'title': 'APA', 'content': 'Sikora, A., Titova-Kosturkova, T., Janevska, G., Kostov, M., Halunga, S., Suciu, G., & Georgiev, G. (2023). EREMI: An Innovative Interdisciplinary Approach for Higher Education in Resource Efficient Manufacturing Environments.Sustainability,15(13), 10244.'}, {'title': 'ISO 690', 'content': 'SIKORA, Axel, et al. EREMI: An Innovative Interdisciplinary Approach for Higher Education in Resource Efficient Manufacturing Environments.Sustainability, 2023, 15.13: 10244.'}]","… development and adaptation to effectively address the skills gap in Industry 4.0. The project 
… to conduct the ITP, primarily during adult education workshops that cater to IT professionals. …"
Feasibility and utility of Point-of-Care electronic clinical data capture in Uganda's healthcare system: a qualitative study,"J Nabukenya, AA Egwar, L Drumright… - Journal of the …, 2023 - academic.oup.com",https://academic.oup.com/jamia/article-abstract/30/5/932/7072779,"[{'title': 'MLA', 'content': 'Nabukenya, Josephine, et al. ""Feasibility and utility of Point-of-Care electronic clinical data capture in Uganda’s healthcare system: a qualitative study.""Journal of the American Medical Informatics Association30.5 (2023): 932-942.'}, {'title': 'APA', 'content': 'Nabukenya, J., Egwar, A. A., Drumright, L., Semwanga, A. R., & Kasasa, S. (2023). Feasibility and utility of Point-of-Care electronic clinical data capture in Uganda’s healthcare system: a qualitative study.Journal of the American Medical Informatics Association,30(5), 932-942.'}, {'title': 'ISO 690', 'content': 'NABUKENYA, Josephine, et al. Feasibility and utility of Point-of-Care electronic clinical data capture in Uganda’s healthcare system: a qualitative study.Journal of the American Medical Informatics Association, 2023, 30.5: 932-942.'}]","… Uganda has continued to train IT professionals and software … Beck et al 50 affirm that 
addressing knowledge/skills gap in … a major remedy to the skills gap as recommended by Miseda …"
"Competencias de comportamiento, determinando la existencia de una brecha entre la academia y el mercado laboral de TI","CO Acuña, JS Cordero, EF Gutiérrez, JR Segura - Interfases, 2023 - revistas.ulima.edu.pe",https://revistas.ulima.edu.pe/index.php/Interfases/article/view/6210,"[{'title': 'MLA', 'content': 'Acuña, Cindy Ortiz, et al. ""Competencias de comportamiento, determinando la existencia de una brecha entre la academia y el mercado laboral de TI.""Interfases017 (2023): 38-55.'}, {'title': 'APA', 'content': 'Acuña, C. O., Cordero, J. S., Gutiérrez, E. F., & Segura, J. R. (2023). Competencias de comportamiento, determinando la existencia de una brecha entre la academia y el mercado laboral de TI.Interfases, (017), 38-55.'}, {'title': 'Chicago', 'content': 'Acuña, Cindy Ortiz, Jennier Solano Cordero, Eugenia Ferreto Gutiérrez, and Javier Rojas Segura. ""Competencias de comportamiento, determinando la existencia de una brecha entre la academia y el mercado laboral de TI.""Interfases017 (2023): 38-55.'}, {'title': 'Harvard', 'content': 'Acuña, C.O., Cordero, J.S., Gutiérrez, E.F. and Segura, J.R., 2023. Competencias de comportamiento, determinando la existencia de una brecha entre la academia y el mercado laboral de TI.Interfases, (017), pp.38-55.'}, {'title': 'Vancouver', 'content': 'Acuña CO, Cordero JS, Gutiérrez EF, Segura JR. Competencias de comportamiento, determinando la existencia de una brecha entre la academia y el mercado laboral de TI. Interfases. 2023 Jul 31(017):38-55.'}]","… In order to identify the relevant behavioral competencies for IT professionals and determine 
if there is a gap between the competencies developed by academia and those required by …"
Predicting Workforce Engagement towards Digital Transformation through a Multi-Analytical Approach,"SM Hizam, H Akter, I Sentosa, W Ahmed, MN Masrek… - Sustainability, 2023 - mdpi.com",https://www.mdpi.com/2071-1050/15/8/6835,"[{'title': 'MLA', 'content': 'Hizam, Sheikh Muhamad, et al. ""Predicting Workforce Engagement towards Digital Transformation through a Multi-Analytical Approach.""Sustainability15.8 (2023): 6835.'}, {'title': 'NBR 6023', 'content': 'HIZAM, Sheikh Muhamad et al. Predicting Workforce Engagement towards Digital Transformation through a Multi-Analytical Approach.Sustainability, v. 15, n. 8, p. 6835, 2023.'}, {'title': 'APA', 'content': 'Hizam, S. M., Akter, H., Sentosa, I., Ahmed, W., Masrek, M. N., & Ali, J. (2023). Predicting Workforce Engagement towards Digital Transformation through a Multi-Analytical Approach.Sustainability,15(8), 6835.'}]","… learning environments” to reduce the tech skills gap, resulting in higher-skilled employees, 
… as academicians, corporate trainers, IT professionals, and clerical and administrative staff. …"
Práticas e barreiras em projetos de big data: Um estudo de caso em uma grande seguradora,"MA Terlizzi, FET de Oliveira… - Gestão e Projetos …, 2024 - dialnet.unirioja.es",https://dialnet.unirioja.es/servlet/articulo?codigo=9392975,"[{'title': 'MLA', 'content': 'Terlizzi, Marco Alexandre, Felippe Eiji Tashiro de Oliveira, and Eduardo de Rezende Francisco. ""Práticas e barreiras em projetos de big data: Um estudo de caso em uma grande seguradora.""Gestão e Projetos: GeP15.1 (2024): 1-35.'}, {'title': 'APA', 'content': 'Terlizzi, M. A., de Oliveira, F. E. T., & de Rezende Francisco, E. (2024). Práticas e barreiras em projetos de big data: Um estudo de caso em uma grande seguradora.Gestão e Projetos: GeP,15(1), 1-35.'}, {'title': 'ISO 690', 'content': 'TERLIZZI, Marco Alexandre; DE OLIVEIRA, Felippe Eiji Tashiro; DE REZENDE FRANCISCO, Eduardo. Práticas e barreiras em projetos de big data: Um estudo de caso em uma grande seguradora.Gestão e Projetos: GeP, 2024, 15.1: 1-35.'}]","… - Form a resolute big data analytics team that includes both business and IT professionals. … 
Collaborative Approaches Needed to Close the Big Data Skills Gap. Journal of Organization …"
The Study on the Challenges and Prospect on Marketing Nigeria Made Computer Software: A Case Study of Gombe Metropolis,"AA Yarma, SB Kawu, J Abdulganiyu… - British Journal of …, 2023 - bjmas.org",https://bjmas.org/index.php/bjmas/article/view/582,"[{'title': 'APA', 'content': 'Yarma, A. A., Kawu, S. B., Abdulganiyu, J., & Aliyu, S. (2023). The Study on the Challenges and Prospect on Marketing Nigeria Made Computer Software: A Case Study of Gombe Metropolis.British Journal of Multidisciplinary and Advanced Studies,4(4), 23-45.'}, {'title': 'ISO 690', 'content': 'YARMA, A. A., et al. The Study on the Challenges and Prospect on Marketing Nigeria Made Computer Software: A Case Study of Gombe Metropolis.British Journal of Multidisciplinary and Advanced Studies, 2023, vol. 4, no 4, p. 23-45.'}, {'title': 'MLA', 'content': 'Yarma, A. A., et al. ""The Study on the Challenges and Prospect on Marketing Nigeria Made Computer Software: A Case Study of Gombe Metropolis.""British Journal of Multidisciplinary and Advanced Studies4.4 (2023): 23-45.'}]","… Many of our IT professionals are still under colonization – in their minds. They are working 
hard to “catch up” with Microsoft, Facebook, Twitter, Samsung, etc. If we always think of …"
Electronic Data Interchange Analysts Strategies to Improve Information Security While Using EDI in Healthcare Organizations,JB Madavarapu - 2023 - search.proquest.com,https://search.proquest.com/openview/f66298dd52013583110f0628d1202bc8/1?pq-origsite=gscholar&cbl=18750&diss=y,"[{'title': 'APA', 'content': 'Madavarapu, J. (2023).Electronic Data Interchange Analysts Strategies to Improve Information Security While Using EDI in Healthcare Organizations(Doctoral dissertation, University of the Cumberlands).'}, {'title': 'ISO 690', 'content': 'MADAVARAPU, JhansiBharathi.Electronic Data Interchange Analysts Strategies to Improve Information Security While Using EDI in Healthcare Organizations. 2023. Tesis Doctoral. University of the Cumberlands.'}, {'title': 'MLA', 'content': 'Madavarapu, JhansiBharathi.Electronic Data Interchange Analysts Strategies to Improve Information Security While Using EDI in Healthcare Organizations. Diss. University of the Cumberlands, 2023.'}]","This study aimed to improve strategies for Electronic Data Interchange (EDI) analysts in 
healthcare organizations while implementing/using EDI. The development of information …"
[PDF][PDF] DIGITALIZATION AND CRIME,A BUÇPAPAJ - CHALLENGES OF THE SOCIETY FACING - umsh.edu.al,https://www.umsh.edu.al/media/650d6a5695eea.pdf#page=10,"[{'title': 'APA', 'content': 'BUÇPAPAJ, A. DIGITALIZATION AND CRIME.CHALLENGES OF THE SOCIETY FACING, 10.'}, {'title': 'ISO 690', 'content': 'BUÇPAPAJ, Adela. DIGITALIZATION AND CRIME.CHALLENGES OF THE SOCIETY FACING, p. 10.'}, {'title': 'MLA', 'content': 'BUÇPAPAJ, Adela. ""DIGITALIZATION AND CRIME.""CHALLENGES OF THE SOCIETY FACING: 10.'}]","ur century is referred to as the digital century. Nowadays, mobile digital technologies and the 
digital world are pervasive all over the world. This change in technology development has …"
[PDF][PDF] The potentials of artificial intelligence in improving Africa informal cross border trade.,"NR Mramba - African Journal on Land Policy and Geospatial …, 2024 - revues.imist.ma",https://revues.imist.ma/index.php/AJLP-GS/article/download/45572/24869/129386,"[{'title': 'MLA', 'content': 'Mramba, Nasibu Rajabu. ""The potentials of artificial intelligence in improving Africa informal cross border trade.""African Journal on Land Policy and Geospatial Sciences ISSN7.1 (2024): 92.'}, {'title': 'APA', 'content': 'Mramba, N. R. (2024). The potentials of artificial intelligence in improving Africa informal cross border trade.African Journal on Land Policy and Geospatial Sciences ISSN,7(1), 92.'}, {'title': 'Chicago', 'content': 'Mramba, Nasibu Rajabu. ""The potentials of artificial intelligence in improving Africa informal cross border trade.""African Journal on Land Policy and Geospatial Sciences ISSN7, no. 1 (2024): 92.'}, {'title': 'Harvard', 'content': 'Mramba, N.R., 2024. The potentials of artificial intelligence in improving Africa informal cross border trade.African Journal on Land Policy and Geospatial Sciences ISSN,7(1), p.92.'}, {'title': 'Vancouver', 'content': 'Mramba NR. The potentials of artificial intelligence in improving Africa informal cross border trade. African Journal on Land Policy and Geospatial Sciences ISSN. 2024 Feb;7(1):92.'}]","… Cross-Border Trade (ICBT) is the skills gap. This challenge encompasses both the skills needed 
to … Furthermore, many of the IT professionals in Africa tend to migrate to more developed …"
[LIVRO][B] Reconstructions of Gender and Information Technology: Women Doing IT for Themselves,HG Corneliussen - 2024 - library.oapen.org,https://library.oapen.org/handle/20.500.12657/76791,"[{'title': 'MLA', 'content': 'Corneliussen, Hilde G.Reconstructions of Gender and Information Technology: Women Doing IT for Themselves. Springer Nature, 2024.'}, {'title': 'APA', 'content': 'Corneliussen, H. G. (2024).Reconstructions of Gender and Information Technology: Women Doing IT for Themselves(p. 133). Springer Nature.'}, {'title': 'ISO 690', 'content': 'CORNELIUSSEN, Hilde G.Reconstructions of Gender and Information Technology: Women Doing IT for Themselves. Springer Nature, 2024.'}]","… The demand for IT professionals is also expected to grow significantly in the coming years 
(World Economic Forum, 2020a). IT specialists are, however, a scarce resource. Closing the …"
"[LIVRO][B] Digital Literacy and Inclusion: Stories, Platforms, Communities",D Radovanović - 2023 - books.google.com,https://books.google.com/books?hl=pt-BR&lr=&id=ClXaEAAAQBAJ&oi=fnd&pg=PR9&dq=%22it+professionals%22+%22skills+gap%22+&ots=h9jpnu2fTc&sig=HcIwEjzP1pk5yVF1nL_yvoALWE0,"[{'title': 'MLA', 'content': 'Radovanović, Danica, ed.Digital Literacy and Inclusion: Stories, Platforms, Communities. Springer Nature, 2023.'}, {'title': 'APA', 'content': 'Radovanović, D. (Ed.). (2023).Digital Literacy and Inclusion: Stories, Platforms, Communities. Springer Nature.'}, {'title': 'ISO 690', 'content': 'RADOVANOVIĆ, Danica (ed.).Digital Literacy and Inclusion: Stories, Platforms, Communities. Springer Nature, 2023.'}]","… and communities, and how addressing the digital skills gap can contribute to digital inclusion. 
… The same applies to many of us, even academics and IT professionals. At some time, each …"
Developing and testing a social media-based intervention for improving business skills and income levels of young smallholder farmers,"VC Gever, NN Abdullah, MS Onakpa… - Aslib Journal of …, 2023 - emerald.com",https://www.emerald.com/insight/content/doi/10.1108/AJIM-11-2022-0506/full/html,"[{'title': 'MLA', 'content': 'Gever, Verlumun Celestine, et al. ""Developing and testing a social media-based intervention for improving business skills and income levels of young smallholder farmers.""Aslib Journal of Information Management(2023).'}, {'title': 'APA', 'content': 'Gever, V. C., Abdullah, N. N., Onakpa, M. S., Onah, O. G., Onyia, C. C., Iwundu, I. E., & Gever, E. R. (2023). Developing and testing a social media-based intervention for improving business skills and income levels of young smallholder farmers.Aslib Journal of Information Management.'}, {'title': 'Chicago', 'content': 'Gever, Verlumun Celestine, Nabaz Nawzad Abdullah, Mohammed Shaibu Onakpa, Ogochukwu Gabriella Onah, Chukwuemeka Chiebonam Onyia, Ifeanyi E. Iwundu, and Esther Rita Gever. ""Developing and testing a social media-based intervention for improving business skills and income levels of young smallholder farmers.""Aslib Journal of Information Management(2023).'}, {'title': 'Harvard', 'content': 'Gever, V.C., Abdullah, N.N., Onakpa, M.S., Onah, O.G., Onyia, C.C., Iwundu, I.E. and Gever, E.R., 2023. Developing and testing a social media-based intervention for improving business skills and income levels of young smallholder farmers.Aslib Journal of Information Management.'}, {'title': 'Vancouver', 'content': 'Gever VC, Abdullah NN, Onakpa MS, Onah OG, Onyia CC, Iwundu IE, Gever ER. Developing and testing a social media-based intervention for improving business skills and income levels of young smallholder farmers. Aslib Journal of Information Management. 2023 May 16.'}]","… The researchers found that business skills were important mental assets for enabling IT 
professionals to succeed in business. Although the study of Alan and Gary was not about …"
[PDF][PDF] Early Career Turnover Model and Career Path for Self-realization: Findings in Korea's Information Security Industry,"SH Leea, HJ Junb, TS Kimc - Asia Pacific Journal of Information …, 2023 - koreascience.kr",https://koreascience.kr/article/JAKO202304644231225.pdf,[],"… IT professionals are more interested in career advancement than other professions, and 
research has shown that providing clear career paths can impact IT workforce motivation, career …"
